gender,ethnicity,birth,stark,readk,mathk,lunchk,schoolk,degreek,ladderk,experiencek,tethnicityk,schoolidk
female,cauc,1980 Q1,regular+aide,463.0,536.0,non-free,urban,master,level1,12.0,cauc,10.0
male,cauc,1980 Q2,small,,,non-free,suburban,bachelor,,10.0,afam,51.0
female,afam,1980 Q3,regular,402.0,399.0,free,inner-city,master+,level1,8.0,cauc,16.0
female,afam,1980 Q3,regular,450.0,528.0,free,suburban,bachelor,level1,20.0,afam,23.0
female,cauc,1980 Q3,small,428.0,506.0,free,suburban,bachelor,level1,12.0,afam,25.0
male,cauc,1980 Q1,regular+aide,419.0,454.0,free,rural,master,level1,10.0,cauc,72.0
male,afam,1978 Q2,regular+aide,428.0,463.0,free,inner-city,bachelor,level1,10.0,afam,27.0
female,afam,1980 Q2,small,,,free,inner-city,bachelor,level1,6.0,cauc,31.0
male,cauc,1980 Q1,regular,455.0,559.0,non-free,rural,master,level1,12.0,cauc,72.0
female,cauc,1980 Q2,regular+aide,437.0,463.0,non-free,rural,master,level1,13.0,cauc,80.0
female,afam,1979 Q4,small,430.0,434.0,non-free,suburban,bachelor,level2,13.0,cauc,24.0
male,afam,1980 Q3,regular+aide,391.0,434.0,free,inner-city,bachelor,apprentice,0.0,cauc,32.0
female,cauc,1980 Q3,regular+aide,422.0,463.0,non-free,urban,master,level1,12.0,cauc,10.0
male,cauc,1980 Q3,regular,503.0,463.0,non-free,rural,bachelor,,5.0,cauc,1.0
male,afam,1980 Q3,small,456.0,513.0,free,inner-city,bachelor,apprentice,2.0,cauc,30.0
male,afam,1980 Q1,regular,467.0,384.0,free,inner-city,bachelor,level1,12.0,afam,27.0
male,afam,1980 Q2,small,478.0,626.0,non-free,suburban,bachelor,probation,0.0,cauc,23.0
female,cauc,1980 Q1,regular,428.0,444.0,non-free,rural,bachelor,level1,16.0,cauc,62.0
female,cauc,1980 Q3,regular,419.0,418.0,non-free,rural,master,level1,13.0,cauc,8.0
male,cauc,1979 Q2,regular,419.0,484.0,non-free,rural,bachelor,level1,16.0,cauc,62.0
female,afam,1980 Q1,small,431.0,478.0,free,inner-city,master,level3,12.0,cauc,15.0
male,cauc,1979 Q4,regular,503.0,602.0,free,rural,master,level2,11.0,cauc,11.0
female,cauc,1980 Q3,small,402.0,412.0,non-free,rural,bachelor,level1,22.0,cauc,76.0
male,cauc,1979 Q4,small,,,free,rural,master,level1,15.0,cauc,70.0
female,cauc,1980 Q3,small,424.0,468.0,non-free,rural,bachelor,level1,3.0,cauc,75.0
female,afam,1980 Q3,regular+aide,400.0,449.0,free,inner-city,bachelor,level1,7.0,cauc,22.0
female,cauc,1980 Q3,regular,545.0,536.0,non-free,urban,bachelor,level1,5.0,cauc,9.0
male,cauc,1979 Q3,regular,410.0,439.0,free,rural,bachelor,level1,2.0,cauc,76.0
male,cauc,1980 Q2,regular,,,non-free,inner-city,bachelor,,10.0,afam,18.0
female,afam,1980 Q2,small,436.0,489.0,free,inner-city,bachelor,,3.0,cauc,45.0
female,cauc,1979 Q4,small,495.0,559.0,non-free,suburban,master,level1,4.0,cauc,46.0
male,cauc,1980 Q1,regular+aide,428.0,520.0,non-free,rural,bachelor,level1,6.0,cauc,13.0
female,cauc,1980 Q2,regular,470.0,506.0,non-free,suburban,master,level1,12.0,cauc,52.0
female,afam,1980 Q1,small,510.0,520.0,free,suburban,bachelor,,3.0,cauc,44.0
female,cauc,1980 Q1,regular+aide,545.0,520.0,non-free,rural,bachelor,level1,15.0,cauc,47.0
female,afam,1980 Q2,small,463.0,559.0,free,suburban,bachelor,probation,0.0,cauc,23.0
female,cauc,1980 Q2,regular+aide,463.0,506.0,non-free,suburban,master+,level1,12.0,cauc,51.0
female,cauc,1980 Q2,regular,468.0,513.0,non-free,rural,master,level1,4.0,cauc,80.0
female,cauc,1980 Q1,regular+aide,,,free,rural,master,level1,10.0,cauc,72.0
female,afam,1980 Q3,small,448.0,494.0,free,urban,bachelor,level1,14.0,cauc,9.0
male,cauc,1979 Q3,small,410.0,454.0,free,rural,bachelor,level1,19.0,cauc,64.0
male,cauc,1980 Q3,regular+aide,416.0,449.0,non-free,suburban,bachelor,level1,17.0,cauc,43.0
male,afam,1980 Q3,regular,414.0,444.0,free,inner-city,bachelor,apprentice,1.0,afam,22.0
female,cauc,1980 Q4,regular,485.0,602.0,free,rural,master,level1,6.0,cauc,13.0
female,cauc,1979 Q4,small,398.0,444.0,free,rural,bachelor,level1,20.0,cauc,71.0
female,cauc,1980 Q3,regular,445.0,513.0,non-free,rural,bachelor,level1,8.0,cauc,72.0
female,cauc,1979 Q4,regular,,,non-free,rural,bachelor,level1,16.0,cauc,62.0
male,cauc,1980 Q3,regular+aide,443.0,489.0,non-free,suburban,bachelor,level1,7.0,cauc,54.0
female,cauc,1980 Q2,regular,440.0,484.0,non-free,urban,master,level1,4.0,cauc,48.0
female,other,1980 Q2,regular+aide,390.0,454.0,non-free,rural,bachelor,level1,4.0,cauc,62.0
male,cauc,1980 Q2,regular+aide,,459.0,non-free,rural,bachelor,level1,5.0,cauc,64.0
female,cauc,1979 Q4,regular+aide,465.0,489.0,free,rural,master,level1,6.0,cauc,69.0
female,cauc,1980 Q3,regular+aide,433.0,444.0,non-free,rural,bachelor,level1,5.0,cauc,64.0
female,cauc,1980 Q2,small,431.0,506.0,non-free,rural,bachelor,level1,3.0,cauc,75.0
male,cauc,1980 Q2,regular,455.0,463.0,non-free,suburban,bachelor,pending,3.0,cauc,58.0
male,cauc,1980 Q1,regular+aide,440.0,500.0,non-free,rural,master,level1,7.0,cauc,63.0
female,cauc,1980 Q3,regular,472.0,478.0,non-free,rural,master,level2,11.0,cauc,11.0
male,afam,1980 Q2,regular,448.0,478.0,free,inner-city,bachelor,probation,0.0,cauc,31.0
female,cauc,1979 Q4,regular+aide,458.0,513.0,non-free,urban,,,,,48.0
female,cauc,1980 Q3,small,448.0,484.0,non-free,rural,bachelor,level1,15.0,cauc,66.0
female,afam,1980 Q1,regular+aide,476.0,500.0,free,inner-city,master,level1,5.0,cauc,33.0
female,cauc,1980 Q1,regular+aide,403.0,459.0,free,rural,bachelor,level1,8.0,cauc,5.0
male,cauc,1980 Q1,regular+aide,460.0,494.0,non-free,rural,bachelor,level1,14.0,cauc,73.0
male,cauc,1980 Q1,small,437.0,484.0,non-free,rural,master,level1,15.0,cauc,70.0
female,cauc,1980 Q3,regular,472.0,576.0,free,urban,bachelor,level1,3.0,cauc,10.0
male,afam,1979 Q3,regular+aide,422.0,429.0,free,suburban,bachelor,,12.0,afam,20.0
female,cauc,1980 Q1,regular+aide,407.0,473.0,free,rural,bachelor,level1,10.0,cauc,68.0
female,cauc,1979 Q4,regular,495.0,602.0,non-free,suburban,bachelor,,3.0,cauc,43.0
female,afam,1980 Q3,regular,440.0,489.0,non-free,inner-city,master,level1,11.0,afam,15.0
male,cauc,1980 Q3,regular,,,free,rural,master,level1,5.0,cauc,47.0
male,cauc,1980 Q1,small,427.0,500.0,non-free,suburban,bachelor,,5.0,cauc,17.0
male,afam,1980 Q2,regular+aide,461.0,454.0,free,inner-city,master,level1,5.0,cauc,33.0
female,afam,1980 Q3,regular+aide,428.0,463.0,free,suburban,bachelor,,0.0,cauc,44.0
female,afam,1980 Q3,small,434.0,489.0,free,inner-city,bachelor,apprentice,2.0,cauc,19.0
male,cauc,1979 Q4,small,437.0,473.0,non-free,rural,master,pending,11.0,cauc,47.0
male,afam,1979 Q4,small,461.0,500.0,free,rural,bachelor,level1,6.0,cauc,68.0
female,cauc,1979 Q4,regular+aide,465.0,602.0,non-free,suburban,bachelor,level1,5.0,afam,51.0
female,cauc,1980 Q2,regular+aide,445.0,478.0,free,rural,master,level1,9.0,cauc,3.0
male,afam,1979 Q4,regular+aide,,547.0,non-free,suburban,bachelor,level1,21.0,afam,23.0
male,cauc,1980 Q3,small,433.0,500.0,free,rural,bachelor,apprentice,2.0,cauc,34.0
female,afam,1979 Q4,regular+aide,410.0,454.0,free,inner-city,master,level1,11.0,cauc,18.0
male,cauc,1979 Q3,regular+aide,403.0,489.0,free,suburban,bachelor,level1,7.0,cauc,4.0
male,cauc,1980 Q2,regular+aide,436.0,500.0,non-free,rural,bachelor,level2,27.0,cauc,70.0
male,afam,1980 Q1,regular+aide,,,free,inner-city,bachelor,level1,5.0,afam,28.0
male,afam,1980 Q2,regular+aide,408.0,454.0,free,inner-city,master,level1,17.0,cauc,29.0
female,afam,1979 Q4,regular,,,free,inner-city,bachelor,,2.0,cauc,32.0
female,cauc,1980 Q1,regular+aide,407.0,444.0,free,suburban,bachelor,level1,7.0,cauc,4.0
male,afam,1980 Q3,regular,398.0,405.0,free,inner-city,master,probation,6.0,cauc,33.0
female,afam,1980 Q3,regular+aide,,459.0,free,suburban,bachelor,level1,21.0,afam,23.0
male,cauc,1980 Q2,regular+aide,437.0,449.0,free,urban,bachelor,probation,0.0,cauc,37.0
male,cauc,1980 Q2,regular,436.0,444.0,non-free,rural,master,level1,4.0,cauc,80.0
female,afam,1979 Q4,small,470.0,484.0,free,rural,master,level1,8.0,cauc,68.0
female,cauc,1980 Q1,regular+aide,430.0,484.0,non-free,rural,bachelor,level1,13.0,cauc,67.0
male,cauc,1979 Q4,regular+aide,428.0,463.0,free,rural,bachelor,level1,14.0,cauc,73.0
male,afam,1980 Q2,regular+aide,380.0,339.0,free,inner-city,bachelor,level1,11.0,cauc,45.0
male,cauc,1979 Q3,regular+aide,472.0,520.0,non-free,rural,bachelor,level1,13.0,cauc,66.0
female,cauc,1980 Q3,regular+aide,,439.0,free,rural,bachelor,level1,9.0,cauc,49.0
male,afam,1978 Q4,regular+aide,414.0,463.0,free,inner-city,master,level1,17.0,cauc,16.0
female,cauc,1979 Q4,regular,397.0,429.0,non-free,rural,bachelor,level1,13.0,,55.0
male,cauc,1980 Q1,regular+aide,455.0,602.0,free,rural,bachelor,level1,12.0,cauc,12.0
male,cauc,1980 Q1,small,430.0,489.0,non-free,rural,bachelor,level1,12.0,cauc,74.0
female,cauc,1980 Q1,regular,407.0,384.0,non-free,rural,master,level1,8.0,cauc,78.0
male,afam,1980 Q2,regular,398.0,459.0,free,inner-city,master,probation,6.0,cauc,33.0
female,cauc,1980 Q3,regular+aide,,,non-free,urban,bachelor,apprentice,5.0,cauc,60.0
female,cauc,1980 Q1,regular+aide,437.0,459.0,non-free,rural,bachelor,level1,8.0,cauc,5.0
male,cauc,1980 Q2,regular,414.0,506.0,free,suburban,master,level1,24.0,cauc,44.0
male,cauc,1980 Q2,small,492.0,547.0,non-free,rural,bachelor,level1,11.0,cauc,11.0
female,cauc,1980 Q3,regular+aide,468.0,536.0,non-free,rural,bachelor,level1,14.0,cauc,73.0
male,afam,1980 Q2,regular,428.0,463.0,non-free,rural,master,level1,6.0,cauc,63.0
female,afam,1980 Q1,regular,388.0,412.0,free,suburban,bachelor,level1,6.0,cauc,24.0
female,cauc,1979 Q4,regular+aide,430.0,478.0,free,rural,bachelor,level1,13.0,cauc,66.0
female,cauc,1979 Q4,small,448.0,494.0,free,rural,bachelor,level1,4.0,cauc,13.0
male,cauc,1979 Q4,regular+aide,410.0,484.0,free,suburban,bachelor,level1,5.0,afam,21.0
male,cauc,1979 Q1,regular+aide,,,non-free,urban,bachelor,probation,0.0,cauc,37.0
female,cauc,1979 Q4,regular,478.0,506.0,non-free,rural,bachelor,level1,20.0,cauc,64.0
female,afam,1980 Q2,small,414.0,463.0,free,rural,master,level1,8.0,cauc,68.0
male,cauc,1979 Q4,regular+aide,393.0,454.0,non-free,suburban,bachelor,level1,7.0,cauc,4.0
male,afam,1980 Q1,regular+aide,,,free,suburban,bachelor,level1,5.0,afam,21.0
male,cauc,1980 Q2,regular+aide,408.0,423.0,free,rural,bachelor,level1,12.0,cauc,12.0
female,cauc,1980 Q3,regular,467.0,536.0,non-free,suburban,master,level1,12.0,cauc,52.0
female,cauc,1979 Q4,regular,495.0,576.0,non-free,rural,master,level1,6.0,cauc,13.0
male,cauc,1979 Q4,small,472.0,547.0,non-free,rural,master,level1,5.0,cauc,35.0
male,cauc,1979 Q4,regular+aide,467.0,547.0,non-free,rural,master,level1,12.0,cauc,8.0
female,cauc,1980 Q3,regular,453.0,506.0,free,rural,bachelor,apprentice,2.0,cauc,40.0
female,cauc,1979 Q4,regular+aide,405.0,454.0,free,rural,bachelor,level1,11.0,cauc,6.0
male,cauc,1980 Q3,regular+aide,433.0,439.0,non-free,rural,master,level1,13.0,cauc,80.0
female,afam,1980 Q1,regular+aide,405.0,444.0,free,inner-city,bachelor,level1,6.0,cauc,16.0
female,afam,1980 Q2,regular,,,free,inner-city,bachelor,level1,12.0,afam,27.0
male,cauc,1980 Q3,small,460.0,473.0,non-free,urban,bachelor,level1,14.0,cauc,9.0
female,cauc,1980 Q1,regular,490.0,528.0,non-free,suburban,bachelor,pending,3.0,cauc,58.0
male,cauc,1979 Q4,regular,448.0,506.0,free,rural,bachelor,apprentice,2.0,cauc,40.0
male,cauc,1980 Q1,regular+aide,460.0,459.0,non-free,rural,bachelor,level1,13.0,cauc,66.0
female,cauc,1980 Q2,regular,453.0,478.0,non-free,suburban,bachelor,level1,11.0,cauc,51.0
male,cauc,1980 Q2,regular,465.0,576.0,free,rural,bachelor,level1,10.0,cauc,70.0
male,afam,1979 Q4,small,443.0,489.0,free,suburban,bachelor,,3.0,cauc,44.0
male,cauc,1980 Q1,small,443.0,468.0,non-free,urban,bachelor,apprentice,1.0,cauc,60.0
female,cauc,1979 Q4,small,463.0,536.0,free,rural,bachelor,level1,4.0,cauc,7.0
female,cauc,1980 Q2,small,436.0,500.0,non-free,rural,bachelor,level1,7.0,cauc,63.0
female,afam,1980 Q2,small,413.0,429.0,free,suburban,bachelor,level1,12.0,afam,25.0
female,cauc,1980 Q3,small,453.0,528.0,non-free,urban,bachelor,level1,13.0,cauc,9.0
female,afam,1979 Q4,small,433.0,478.0,free,urban,master,level1,12.0,cauc,2.0
male,cauc,1980 Q1,small,472.0,506.0,non-free,rural,bachelor,level1,19.0,cauc,64.0
male,afam,1980 Q2,regular,400.0,484.0,free,inner-city,bachelor,level1,5.0,cauc,29.0
female,cauc,1980 Q3,regular,427.0,444.0,non-free,rural,master,level1,10.0,cauc,1.0
female,cauc,1980 Q3,regular,398.0,418.0,free,rural,master,level1,13.0,cauc,56.0
male,cauc,1979 Q4,regular+aide,407.0,434.0,free,rural,master,level1,9.0,cauc,3.0
female,cauc,1980 Q2,regular+aide,451.0,528.0,free,rural,master,level1,10.0,cauc,72.0
male,cauc,1980 Q2,regular,,489.0,non-free,suburban,bachelor,level1,12.0,cauc,46.0
female,cauc,1980 Q3,regular,413.0,418.0,non-free,suburban,master,level1,22.0,cauc,61.0
male,afam,1980 Q1,regular+aide,500.0,513.0,free,inner-city,bachelor,probation,0.0,cauc,19.0
male,afam,1979 Q2,regular+aide,397.0,405.0,free,rural,bachelor,level1,7.0,cauc,56.0
male,cauc,1980 Q3,small,461.0,489.0,non-free,suburban,master,level1,18.0,cauc,41.0
male,cauc,1979 Q4,regular+aide,428.0,513.0,non-free,rural,master,level1,12.0,cauc,8.0
female,cauc,1980 Q3,regular,386.0,439.0,free,rural,bachelor,level1,20.0,cauc,12.0
male,cauc,1980 Q2,regular+aide,403.0,459.0,non-free,rural,bachelor,level1,15.0,cauc,47.0
female,cauc,1980 Q3,small,436.0,439.0,non-free,suburban,master,level1,4.0,cauc,46.0
female,afam,1980 Q3,regular,398.0,429.0,free,inner-city,master+,level1,8.0,cauc,16.0
male,afam,1980 Q1,regular+aide,440.0,506.0,non-free,suburban,bachelor,apprentice,1.0,afam,20.0
female,cauc,1980 Q1,regular,,,non-free,rural,master,level1,13.0,cauc,50.0
male,cauc,1980 Q2,regular+aide,418.0,423.0,non-free,rural,master,level1,12.0,cauc,8.0
female,cauc,1980 Q1,regular+aide,472.0,494.0,non-free,rural,master,level1,20.0,cauc,3.0
female,cauc,1980 Q3,small,,,free,rural,bachelor,level1,27.0,cauc,40.0
female,cauc,1979 Q4,small,,,free,rural,bachelor,level1,14.0,cauc,74.0
female,afam,1980 Q1,regular,425.0,536.0,free,inner-city,bachelor,level1,10.0,afam,30.0
male,afam,1979 Q4,regular,410.0,513.0,free,suburban,master,level1,24.0,cauc,44.0
female,cauc,1979 Q4,small,467.0,559.0,non-free,rural,bachelor,level1,22.0,cauc,76.0
female,cauc,1979 Q4,regular,522.0,602.0,non-free,suburban,master,level3,15.0,cauc,41.0
female,afam,1980 Q2,regular+aide,427.0,473.0,free,inner-city,bachelor,apprentice,1.0,afam,14.0
female,cauc,1980 Q3,regular,,,non-free,rural,bachelor,level1,13.0,cauc,79.0
male,cauc,1980 Q2,small,463.0,547.0,non-free,urban,bachelor,apprentice,1.0,cauc,60.0
female,afam,1979 Q4,regular+aide,419.0,444.0,free,rural,bachelor,,9.0,cauc,1.0
male,cauc,1980 Q3,regular+aide,393.0,429.0,free,rural,bachelor,,2.0,cauc,71.0
male,cauc,1980 Q3,regular,463.0,536.0,non-free,rural,master,level1,15.0,cauc,7.0
female,afam,1980 Q2,regular+aide,393.0,454.0,free,inner-city,bachelor,level1,6.0,cauc,16.0
male,cauc,1980 Q1,regular,461.0,454.0,non-free,rural,master,level1,13.0,cauc,50.0
male,afam,1980 Q2,regular,382.0,405.0,free,inner-city,bachelor,,3.0,afam,32.0
male,cauc,1980 Q1,small,433.0,484.0,free,suburban,master,level1,7.0,cauc,61.0
male,afam,1980 Q3,small,460.0,500.0,free,rural,bachelor,level1,4.0,cauc,13.0
female,cauc,1980 Q1,regular,428.0,484.0,non-free,rural,bachelor,apprentice,3.0,afam,56.0
male,cauc,1979 Q4,regular+aide,,,non-free,rural,master,level1,12.0,cauc,79.0
male,cauc,1979 Q1,regular,467.0,489.0,free,rural,bachelor,level2,10.0,cauc,68.0
male,afam,1980 Q2,small,403.0,405.0,free,inner-city,master,level1,6.0,cauc,28.0
male,cauc,1980 Q3,regular,,,non-free,suburban,bachelor,probation,14.0,cauc,42.0
male,cauc,1979 Q4,regular,411.0,478.0,free,rural,bachelor,level1,2.0,cauc,76.0
female,cauc,1980 Q1,regular,532.0,626.0,non-free,suburban,bachelor,probation,14.0,cauc,42.0
male,cauc,1979 Q4,regular,428.0,454.0,non-free,rural,bachelor,,4.0,cauc,35.0
female,afam,1979 Q4,regular,414.0,439.0,free,rural,master,level1,4.0,cauc,80.0
male,cauc,1980 Q1,small,428.0,513.0,non-free,rural,specialist,level1,14.0,cauc,1.0
male,afam,1979 Q4,small,430.0,520.0,non-free,suburban,bachelor,apprentice,5.0,afam,24.0
male,cauc,1980 Q2,regular+aide,378.0,418.0,non-free,rural,bachelor,level1,7.0,cauc,56.0
male,cauc,1979 Q4,small,455.0,536.0,free,rural,bachelor,level1,6.0,cauc,71.0
female,cauc,1980 Q1,regular+aide,424.0,489.0,non-free,suburban,bachelor,level1,17.0,cauc,43.0
male,cauc,1980 Q1,regular,424.0,559.0,non-free,rural,bachelor,level1,13.0,,55.0
female,cauc,1979 Q4,small,463.0,520.0,free,rural,master,level1,4.0,cauc,63.0
female,afam,1980 Q3,regular,402.0,405.0,free,inner-city,bachelor,level1,5.0,cauc,29.0
female,cauc,1980 Q3,regular,380.0,405.0,non-free,suburban,master,level1,12.0,cauc,52.0
male,afam,1980 Q3,regular,425.0,454.0,free,inner-city,bachelor,level1,5.0,cauc,29.0
male,afam,1980 Q1,regular+aide,450.0,489.0,free,inner-city,bachelor,apprentice,1.0,afam,14.0
male,cauc,1980 Q2,regular+aide,421.0,478.0,,suburban,bachelor,level1,5.0,,21.0
female,cauc,1980 Q3,small,470.0,444.0,free,rural,bachelor,,1.0,cauc,73.0
female,afam,1980 Q3,small,425.0,449.0,free,inner-city,bachelor,apprentice,2.0,cauc,19.0
male,afam,1979 Q4,regular,434.0,500.0,free,inner-city,bachelor,apprentice,1.0,afam,22.0
female,cauc,1980 Q1,small,397.0,423.0,free,urban,bachelor,level1,11.0,cauc,60.0
female,cauc,1980 Q2,regular,431.0,484.0,non-free,rural,master,level1,13.0,cauc,50.0
male,cauc,1980 Q2,regular+aide,425.0,444.0,non-free,rural,bachelor,level1,13.0,cauc,67.0
female,cauc,1980 Q1,small,483.0,528.0,non-free,rural,master,level1,4.0,cauc,63.0
female,afam,1980 Q3,regular,395.0,405.0,free,inner-city,bachelor,level1,12.0,cauc,45.0
female,afam,1979 Q4,regular,447.0,459.0,free,urban,bachelor,level1,5.0,cauc,37.0
female,cauc,1980 Q2,small,476.0,513.0,non-free,suburban,bachelor,level1,16.0,afam,51.0
female,afam,1979 Q1,regular+aide,,,free,inner-city,bachelor,level1,10.0,afam,27.0
male,cauc,1979 Q3,regular,487.0,547.0,non-free,urban,bachelor,level1,3.0,cauc,10.0
male,cauc,1980 Q3,regular+aide,427.0,459.0,non-free,rural,master,level1,20.0,cauc,3.0
male,afam,1979 Q4,small,443.0,489.0,free,suburban,bachelor,level1,3.0,cauc,44.0
male,cauc,1980 Q2,small,458.0,506.0,non-free,rural,bachelor,level1,4.0,cauc,7.0
female,afam,1979 Q4,regular,,,free,inner-city,bachelor,,2.0,cauc,32.0
male,cauc,1979 Q4,regular+aide,430.0,494.0,free,rural,bachelor,level1,11.0,cauc,6.0
female,afam,1980 Q3,regular,431.0,506.0,free,inner-city,bachelor,,6.0,afam,27.0
female,afam,1980 Q3,small,445.0,494.0,free,inner-city,bachelor,apprentice,1.0,afam,16.0
female,cauc,1980 Q1,small,402.0,412.0,free,urban,master,level1,12.0,cauc,2.0
female,cauc,1979 Q4,small,500.0,602.0,non-free,suburban,master,level1,15.0,cauc,51.0
female,cauc,1980 Q2,regular+aide,460.0,576.0,free,rural,master,level1,13.0,cauc,76.0
male,afam,1980 Q1,small,456.0,500.0,non-free,suburban,bachelor,apprentice,5.0,afam,24.0
female,afam,1980 Q2,regular,422.0,468.0,free,inner-city,bachelor,level1,24.0,afam,22.0
female,cauc,1980 Q3,regular,403.0,484.0,free,rural,bachelor,level1,4.0,cauc,39.0
male,cauc,1980 Q1,small,451.0,489.0,non-free,urban,master,level1,13.0,cauc,37.0
male,afam,1980 Q3,regular,398.0,405.0,free,rural,master,level1,13.0,cauc,56.0
male,cauc,1980 Q3,regular+aide,418.0,478.0,non-free,rural,bachelor,level1,15.0,cauc,47.0
female,cauc,1980 Q1,regular,,,non-free,rural,bachelor,level1,10.0,cauc,70.0
male,afam,1980 Q2,regular+aide,403.0,429.0,non-free,suburban,bachelor,,12.0,afam,20.0
male,afam,1980 Q2,regular,416.0,444.0,free,inner-city,bachelor,,10.0,afam,18.0
male,cauc,1979 Q4,regular+aide,413.0,494.0,free,urban,bachelor,apprentice,5.0,cauc,60.0
female,afam,1980 Q1,small,461.0,459.0,free,inner-city,bachelor,level1,14.0,cauc,32.0
male,afam,1979 Q4,small,451.0,454.0,free,suburban,master,level1,4.0,cauc,46.0
female,cauc,1979 Q4,regular+aide,437.0,547.0,non-free,rural,master,level1,6.0,cauc,69.0
male,cauc,1979 Q3,regular+aide,437.0,528.0,non-free,rural,master+,level1,12.0,cauc,63.0
female,cauc,1980 Q2,regular,474.0,602.0,non-free,rural,bachelor,level1,16.0,cauc,69.0
male,afam,1980 Q3,regular+aide,398.0,444.0,free,inner-city,bachelor,level1,9.0,cauc,53.0
male,afam,1980 Q1,regular+aide,424.0,468.0,free,inner-city,master,level1,17.0,cauc,16.0
female,cauc,1980 Q2,regular,436.0,513.0,non-free,suburban,bachelor,,3.0,cauc,43.0
female,cauc,1979 Q4,small,413.0,473.0,free,urban,bachelor,probation,1.0,cauc,37.0
male,afam,1980 Q2,regular+aide,403.0,473.0,free,inner-city,bachelor,apprentice,0.0,cauc,32.0
female,cauc,1980 Q2,regular+aide,425.0,547.0,free,urban,bachelor,level1,13.0,cauc,48.0
male,afam,1980 Q3,regular,403.0,473.0,free,inner-city,bachelor,,3.0,afam,32.0
male,cauc,1980 Q2,regular,414.0,454.0,free,urban,master,level1,4.0,cauc,48.0
female,cauc,1980 Q1,small,460.0,500.0,non-free,rural,bachelor,apprentice,2.0,cauc,34.0
female,afam,1980 Q1,regular+aide,402.0,423.0,free,inner-city,bachelor,,2.0,cauc,32.0
female,cauc,1980 Q2,regular+aide,427.0,513.0,non-free,suburban,bachelor,level1,3.0,cauc,58.0
female,cauc,1980 Q3,small,393.0,412.0,free,rural,bachelor,level1,9.0,cauc,3.0
male,cauc,1980 Q3,regular+aide,397.0,449.0,non-free,suburban,bachelor,level1,7.0,cauc,4.0
female,cauc,1979 Q4,regular+aide,428.0,468.0,free,rural,bachelor,level1,9.0,cauc,49.0
female,afam,1979 Q4,regular+aide,448.0,506.0,free,inner-city,bachelor,level1,11.0,cauc,31.0
female,cauc,1980 Q2,regular,428.0,500.0,non-free,suburban,bachelor,level1,8.0,cauc,4.0
male,cauc,1980 Q1,regular,439.0,463.0,non-free,suburban,master,level1,22.0,cauc,61.0
male,cauc,1980 Q1,regular+aide,440.0,459.0,non-free,suburban,bachelor,level1,7.0,cauc,54.0
male,cauc,1980 Q1,regular+aide,434.0,478.0,non-free,urban,,,,,48.0
male,cauc,1979 Q4,small,,444.0,non-free,suburban,bachelor,,0.0,cauc,42.0
female,cauc,1980 Q3,regular+aide,472.0,506.0,free,rural,master,level1,8.0,cauc,38.0
female,afam,1980 Q1,regular+aide,422.0,468.0,free,inner-city,bachelor,apprentice,1.0,afam,14.0
male,cauc,1980 Q2,regular,408.0,449.0,non-free,suburban,bachelor,,18.0,afam,25.0
male,afam,1980 Q3,regular,402.0,449.0,free,inner-city,master,level1,11.0,afam,15.0
male,cauc,1979 Q3,regular,428.0,494.0,non-free,rural,bachelor,probation,0.0,cauc,67.0
female,afam,1980 Q2,regular+aide,428.0,429.0,non-free,suburban,master,level1,10.0,cauc,24.0
female,cauc,1979 Q4,regular+aide,456.0,506.0,non-free,rural,bachelor,level1,6.0,cauc,13.0
female,cauc,1979 Q4,regular+aide,433.0,468.0,non-free,rural,bachelor,level1,10.0,cauc,68.0
male,cauc,1980 Q3,regular+aide,437.0,484.0,free,rural,master,level1,10.0,cauc,72.0
male,cauc,1980 Q1,small,,,non-free,rural,bachelor,level1,19.0,cauc,64.0
female,cauc,1980 Q1,regular,450.0,494.0,non-free,suburban,bachelor,level1,15.0,cauc,36.0
female,cauc,1979 Q4,regular,398.0,439.0,non-free,suburban,bachelor,level1,11.0,cauc,51.0
male,cauc,1979 Q4,regular+aide,425.0,463.0,free,suburban,bachelor,level1,5.0,afam,51.0
male,cauc,1980 Q3,regular+aide,402.0,439.0,non-free,suburban,bachelor,probation,0.0,cauc,46.0
male,afam,1980 Q1,small,,,free,inner-city,bachelor,apprentice,2.0,cauc,30.0
female,cauc,1979 Q4,regular+aide,455.0,506.0,non-free,rural,bachelor,level1,12.0,cauc,12.0
male,afam,1980 Q2,regular+aide,,,free,inner-city,bachelor,apprentice,1.0,cauc,19.0
male,cauc,1980 Q1,regular+aide,436.0,454.0,free,rural,master,level1,10.0,cauc,72.0
male,afam,1980 Q1,regular+aide,416.0,489.0,free,rural,bachelor,level1,10.0,cauc,68.0
female,afam,1980 Q2,regular+aide,433.0,439.0,free,inner-city,bachelor,level1,16.0,afam,22.0
female,cauc,1980 Q2,regular,425.0,484.0,non-free,rural,bachelor,,5.0,cauc,1.0
male,cauc,1980 Q3,regular+aide,422.0,484.0,free,suburban,bachelor,probation,0.0,cauc,46.0
male,afam,1980 Q2,small,434.0,528.0,free,inner-city,bachelor,probation,1.0,cauc,27.0
female,cauc,1980 Q1,regular+aide,450.0,494.0,non-free,suburban,bachelor,,2.0,cauc,25.0
male,cauc,1980 Q1,regular+aide,433.0,506.0,non-free,suburban,bachelor,level1,7.0,cauc,4.0
